"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","095","95 years","23","Population at or under this age","Number","4758697"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","095","95 years","24","Population at or over this age","Number","4719"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","096","96 years","22","Population","Number","1210"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","096","96 years","23","Population at or under this age","Number","4759907"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","096","96 years","24","Population at or over this age","Number","3168"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","097","97 years","22","Population","Number","734"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","097","97 years","23","Population at or under this age","Number","4760641"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","097","97 years","24","Population at or over this age","Number","1958"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","098","98 years","22","Population","Number","450"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","098","98 years","23","Population at or under this age","Number","4761091"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","098","98 years","24","Population at or over this age","Number","1224"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","099","99 years","22","Population","Number","318"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","099","99 years","23","Population at or under this age","Number","4761409"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","099","99 years","24","Population at or over this age","Number","774"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","650","100 years and over","22","Population","Number","456"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","650","100 years and over","23","Population at or under this age","Number","4761865"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","650","100 years and over","24","Population at or over this age","Number","456"
"EY007","Population 2011 to 2016","2016","2016","1","Male","-","All ages","22","Population","Number","2354428"
"EY007","Population 2011 to 2016","2016","2016","1","Male","-","All ages","23","Population at or under this age","Number","2354428"
"EY007","Population 2011 to 2016","2016","2016","1","Male","-","All ages","24","Population at or over this age","Number","2354428"
"EY007","Population 2011 to 2016","2016","2016","1","Male","200","Under 1 year","22","Population","Number","31876"
"EY007","Population 2011 to 2016","2016","2016","1","Male","200","Under 1 year","23","Population at or under this age","Number","31876"
"EY007","Population 2011 to 2016","2016","2016","1","Male","200","Under 1 year","24","Population at or over this age","Number","2354428"
"EY007","Population 2011 to 2016","2016","2016","1","Male","001","1 year","22","Population","Number","32824"
"EY007","Population 2011 to 2016","2016","2016","1","Male","001","1 year","23","Population at or under this age","Number","64700"
"EY007","Population 2011 to 2016","2016","2016","1","Male","001","1 year","24","Population at or over this age","Number","2322552"
"EY007","Population 2011 to 2016","2016","2016","1","Male","002","2 years","22","Population","Number","34031"
"EY007","Population 2011 to 2016","2016","2016","1","Male","002","2 years","23","Population at or under this age","Number","98731"
"EY007","Population 2011 to 2016","2016","2016","1","Male","002","2 years","24","Population at or over this age","Number","2289728"
"EY007","Population 2011 to 2016","2016","2016","1","Male","003","3 years","22","Population","Number","34785"
"EY007","Population 2011 to 2016","2016","2016","1","Male","003","3 years","23","Population at or under this age","Number","133516"
"EY007","Population 2011 to 2016","2016","2016","1","Male","003","3 years","24","Population at or over this age","Number","2255697"
"EY007","Population 2011 to 2016","2016","2016","1","Male","004","4 years","22","Population","Number","36215"
"EY007","Population 2011 to 2016","2016","2016","1","Male","004","4 years","23","Population at or under this age","Number","169731"
"EY007","Population 2011 to 2016","2016","2016","1","Male","004","4 years","24","Population at or over this age","Number","2220912"
"EY007","Population 2011 to 2016","2016","2016","1","Male","005","5 years","22","Population","Number","36831"
"EY007","Population 2011 to 2016","2016","2016","1","Male","005","5 years","23","Population at or under this age","Number","206562"
"EY007","Population 2011 to 2016","2016","2016","1","Male","005","5 years","24","Population at or over this age","Number","2184697"
"EY007","Population 2011 to 2016","2016","2016","1","Male","006","6 years","22","Population","Number","37033"
"EY007","Population 2011 to 2016","2016","2016","1","Male","006","6 years","23","Population at or under this age","Number","243595"
"EY007","Population 2011 to 2016","2016","2016","1","Male","006","6 years","24","Population at or over this age","Number","2147866"
"EY007","Population 2011 to 2016","2016","2016","1","Male","007","7 years","22","Population","Number","36853"
"EY007","Population 2011 to 2016","2016","2016","1","Male","007","7 years","23","Population at or under this age","Number","280448"
"EY007","Population 2011 to 2016","2016","2016","1","Male","007","7 years","24","Population at or over this age","Number","2110833"
"EY007","Population 2011 to 2016","2016","2016","1","Male","008","8 years","22","Population","Number","36444"
"EY007","Population 2011 to 2016","2016","2016","1","Male","008","8 years","23","Population at or under this age","Number","316892"
"EY007","Population 2011 to 2016","2016","2016","1","Male","008","8 years","24","Population at or over this age","Number","2073980"
"EY007","Population 2011 to 2016","2016","2016","1","Male","009","9 years","22","Population","Number","34309"
"EY007","Population 2011 to 2016","2016","2016","1","Male","009","9 years","23","Population at or under this age","Number","351201"
"EY007","Population 2011 to 2016","2016","2016","1","Male","009","9 years","24","Population at or over this age","Number","2037536"
"EY007","Population 2011 to 2016","2016","2016","1","Male","010","10 years","22","Population","Number","33167"
"EY007","Population 2011 to 2016","2016","2016","1","Male","010","10 years","23","Population at or under this age","Number","384368"
"EY007","Population 2011 to 2016","2016","2016","1","Male","010","10 years","24","Population at or over this age","Number","2003227"
"EY007","Population 2011 to 2016","2016","2016","1","Male","011","11 years","22","Population","Number","33016"
"EY007","Population 2011 to 2016","2016","2016","1","Male","011","11 years","23","Population at or under this age","Number","417384"
"EY007","Population 2011 to 2016","2016","2016","1","Male","011","11 years","24","Population at or over this age","Number","1970060"
"EY007","Population 2011 to 2016","2016","2016","1","Male","012","12 years","22","Population","Number","32896"
"EY007","Population 2011 to 2016","2016","2016","1","Male","012","12 years","23","Population at or under this age","Number","450280"
"EY007","Population 2011 to 2016","2016","2016","1","Male","012","12 years","24","Population at or over this age","Number","1937044"
"EY007","Population 2011 to 2016","2016","2016","1","Male","013","13 years","22","Population","Number","32317"
"EY007","Population 2011 to 2016","2016","2016","1","Male","013","13 years","23","Population at or under this age","Number","482597"
"EY007","Population 2011 to 2016","2016","2016","1","Male","013","13 years","24","Population at or over this age","Number","1904148"
"EY007","Population 2011 to 2016","2016","2016","1","Male","014","14 years","22","Population","Number","31982"
"EY007","Population 2011 to 2016","2016","2016","1","Male","014","14 years","23","Population at or under this age","Number","514579"
"EY007","Population 2011 to 2016","2016","2016","1","Male","014","14 years","24","Population at or over this age","Number","1871831"
"EY007","Population 2011 to 2016","2016","2016","1","Male","015","15 years","22","Population","Number","31483"
"EY007","Population 2011 to 2016","2016","2016","1","Male","015","15 years","23","Population at or under this age","Number","546062"
"EY007","Population 2011 to 2016","2016","2016","1","Male","015","15 years","24","Population at or over this age","Number","1839849"
"EY007","Population 2011 to 2016","2016","2016","1","Male","016","16 years","22","Population","Number","31183"
"EY007","Population 2011 to 2016","2016","2016","1","Male","016","16 years","23","Population at or under this age","Number","577245"
"EY007","Population 2011 to 2016","2016","2016","1","Male","016","16 years","24","Population at or over this age","Number","1808366"
"EY007","Population 2011 to 2016","2016","2016","1","Male","017","17 years","22","Population","Number","31540"
"EY007","Population 2011 to 2016","2016","2016","1","Male","017","17 years","23","Population at or under this age","Number","608785"
"EY007","Population 2011 to 2016","2016","2016","1","Male","017","17 years","24","Population at or over this age","Number","1777183"
"EY007","Population 2011 to 2016","2016","2016","1","Male","018","18 years","22","Population","Number","31383"
"EY007","Population 2011 to 2016","2016","2016","1","Male","018","18 years","23","Population at or under this age","Number","640168"
"EY007","Population 2011 to 2016","2016","2016","1","Male","018","18 years","24","Population at or over this age","Number","1745643"
